assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0.0,0.0,0.0,0.0,0.0,472.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,2022-08-07T15:30:00Z,0.0,13,0.0,0.0,0.0,0.0,1,0.0,9094.0,0.0,2,0,0.0,0.0,0,0,0,50,True,0.0
0.0,0.0,0.0,0.0,0.0,472.0,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,2022-08-14T13:00:00Z,0.0,16,0.0,0.0,0.0,0.0,2,0.0,6549.0,0.0,0,1,0.0,0.0,-2872,201,3073,50,False,0.0
0.0,0.0,0.0,0.0,0.0,472.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,2022-08-21T13:00:00Z,0.0,5,0.0,0.0,0.0,0.0,3,0.0,5404.0,0.0,2,0,0.0,0.0,-1393,186,1579,49,True,0.0
0.0,0.0,0.0,0.0,0.0,472.0,0.0,0.0,0.0,0.0,32,0.0,0.0,0.0,0.0,2022-08-28T13:00:00Z,0.0,2,0.0,0.0,0.0,0.0,4,0.0,4800.0,0.0,1,0,0.0,0.0,-733,105,838,49,False,0.0
0.0,0.0,0.0,0.0,0.0,472.0,0.0,0.0,0.0,0.0,47,0.0,0.0,0.0,0.0,2022-08-31T18:45:00Z,0.0,18,0.0,0.0,0.0,0.0,5,0.0,4439.0,0.0,1,1,0.0,0.0,-444,57,501,49,True,0.0
0.0,0.0,0.0,0.0,0.0,472.0,0.0,0.0,0.0,0.0,54,0.0,0.0,0.0,0.0,2022-09-03T14:00:00Z,0.0,6,0.0,0.0,0.0,0.0,6,0.0,4186.0,0.0,1,2,0.0,0.0,-333,69,402,49,False,0.0
0.0,0.0,0.0,0.0,0.0,472.0,0.0,0.0,0.0,0.0,75,0.0,0.0,0.0,0.0,2022-09-18T13:15:00Z,0.0,8,0.0,0.0,0.0,0.0,8,0.0,3987.0,0.0,0,1,0.0,0.0,-90,47,137,48,False,0.0
0.0,0.0,0.0,0.0,0.0,472.0,0.0,0.0,0.0,0.0,90,0.0,0.0,0.0,0.0,2022-10-01T16:30:00Z,0.0,20,0.0,0.0,0.0,0.0,9,0.0,3873.0,0.0,0,2,0.0,0.0,-134,67,201,48,True,0.0
0.0,0.0,0.0,0.0,0.0,472.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,2022-10-09T13:00:00Z,0.0,9,0.0,0.0,0.0,0.0,10,0.0,3819.0,0.0,1,3,0.0,0.0,-89,57,146,48,True,0.0
0.0,0.0,0.0,0.0,0.0,472.0,0.0,0.0,0.0,0.0,108,0.0,0.0,0.0,0.0,2022-10-16T13:00:00Z,0.0,17,0.0,0.0,0.0,0.0,11,0.0,3822.0,0.0,1,1,0.0,0.0,-49,71,120,48,False,0.0
0.0,0.0,0.0,0.0,0.0,472.0,0.0,0.0,0.0,0.0,118,0.0,0.0,0.0,0.0,2022-10-19T18:30:00Z,0.0,12,0.0,0.0,0.0,0.0,12,0.0,3811.0,0.0,0,1,0.0,0.0,-37,47,84,48,False,0.0
